CONTRATO_CONT;CONTRATO_TRABAJO;MESES_TRABAJO;HORAS_SEMANA_TRAB;TRABAJO_LUGAR;FONDO;INGRESOS_LABORALES;ACTIVIDAD_DEDICA;OFICIO_C8;ID;URB_RURAL;DEPARTAMENTO;SEXO;AÑOS_CUMPLIDOS;AÑO_NACIMIENTO;CULTURA;Código C.I.U.O.;Nombre Denominación;Descripción Ocupación;EDAD;VALOR_HORA
72;1;12;55;7;2;890000.0;56;5120;117343548;1;76;F;28;1994.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;28.0;3728.5
60;5;12;54;7;2;1600000.0;56;5120;117343561;1;76;M;45;1977.0;5;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;45.0;6827.1
7;1;10;70;7;1;1260000.0;56;5120;127343600;1;85;F;35;1987.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;35.0;4147.5
200;1;12;56;7;1;1450000.0;56;5120;127343604;1;85;M;32;1990.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;32.0;5966.1
36;4;12;42;1;2;280000.0;56;5120;117343627;1;86;F;34;1988.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;34.0;1536.1
23;4;12;30;1;2;450000.0;56;5120;137343808;1;99;M;10;2012.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;10.0;3456.2
1;1;12;48;7;1;1450000.0;56;5120;127343876;1;66;F;27;1995.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;27.0;6960.4
7;1;12;48;7;1;1160000.0;56;5120;137343897;1;66;F;14;2008.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;14.0;5568.4
48;1;12;20;7;2;400000.0;94;5120;147343928;2;5;F;17;2005.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;17.0;4608.3
2;1;10;48;1;2;1000000.0;56;5120;127343944;1;5;M;30;1992.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;30.0;4800.3
36;4;12;20;1;2;250000.0;56;5120;137343960;1;5;F;13;2010.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;12.0;2880.2
96;1;12;48;7;2;1200000.0;56;5120;117343984;1;11;M;29;1993.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;29.0;5760.4
120;4;12;40;5;2;300000.0;56;5120;117344029;1;13;M;69;1954.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;68.0;1728.1
180;4;8;30;1;2;100000.0;56;5120;127344046;1;13;F;68;1955.0;5;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;67.0;768.0
12;1;12;70;7;2;1160000.0;56;5120;117344083;1;15;M;24;1998.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;24.0;3818.3
330;4;12;25;1;2;100000.0;56;5120;127344107;1;17;F;22;2000.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;22.0;921.7
6;1;12;48;7;1;1116000.0;10;5120;117344127;1;18;F;58;1965.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;57.0;5357.1
24;1;12;48;7;1;1610000.0;56;5120;117344157;1;19;F;74;1948.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;74.0;7728.5
12;1;12;48;7;1;1160000.0;56;5120;117344159;1;19;M;70;1952.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;70.0;5568.4
12;1;12;48;7;1;1450000.0;56;5120;127344159;1;19;F;70;1952.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;70.0;6960.4
12;4;12;30;1;2;1100000.0;56;5120;137344165;1;20;M;16;2006.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;16.0;8448.5
2;1;11;48;7;1;1350000.0;56;5120;147344189;1;23;F;12;2011.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;11.0;6480.4
204;3;12;60;1;1;2450000.0;97;5120;117344258;1;27;F;58;1964.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;58.0;9408.6
132;5;12;36;1;2;2550000.0;56;5120;147344273;1;27;M;14;2008.0;5;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;14.0;16321.0
3;1;12;48;7;1;1610000.0;56;5120;117344291;1;41;F;20;2002.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;20.0;7728.5
4;4;5;10;1;2;70000.0;56;5120;117344336;1;44;M;70;1952.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;70.0;1612.9
2;2;2;40;7;1;1000000.0;85;5120;127344387;1;44;F;36;1986.0;1;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;36.0;5760.4
72;1;12;24;7;2;1190000.0;56;5120;117344473;1;52;M;77;1945.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;77.0;11424.7
12;1;10;20;1;2;550000.0;85;5120;127344496;1;54;F;34;1988.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;34.0;6336.4
7;4;7;40;1;2;800000.0;56;5120;117344564;1;66;F;81;1941.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;81.0;4608.3
4;1;4;48;6;2;960000.0;56;5120;137344674;1;76;M;11;2011.0;5;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;11.0;4608.3
24;1;12;40;7;2;1200000.0;56;5120;117344681;1;76;M;29;1993.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;29.0;6912.4
12;1;12;40;7;2;700000.0;56;5120;137344711;1;76;F;39;1983.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;39.0;4032.3
48;5;12;70;7;2;3600000.0;56;5120;127344767;1;86;F;59;1964.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;58.0;11849.9
180;4;12;40;1;2;1000000.0;56;5120;137344772;1;88;F;32;1990.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;32.0;5760.4
36;4;12;50;1;2;1000000.0;56;5120;117344792;1;88;M;76;1946.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;76.0;4608.3
1;1;5;48;7;2;400000.0;56;5120;127344795;1;88;F;21;2001.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;21.0;1920.1
48;1;10;24;7;2;450000.0;56;5120;127344845;1;70;F;64;1958.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;64.0;4320.3
5;1;12;70;7;2;900000.0;56;5120;117344868;1;70;M;61;1961.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;61.0;2962.5
132;5;12;70;7;2;800000.0;56;5120;117344881;1;70;M;42;1980.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;42.0;2633.3
444;5;12;42;1;2;200000.0;56;5120;127345068;1;5;F;54;1968.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;54.0;1097.2
24;4;12;78;7;2;600000.0;56;5120;117345069;1;5;M;38;1984.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;38.0;1772.4
0;4;1;12;1;2;260000.0;56;5120;127345141;1;5;M;83;1939.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;83.0;4992.3
14;1;12;48;7;2;700000.0;56;5120;127345154;1;5;F;53;1970.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;52.0;3360.2
120;1;12;48;7;1;1450000.0;56;5120;117345195;1;8;F;70;1952.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;70.0;6960.4
48;1;12;55;7;1;1400000.0;56;5120;137345203;1;8;M;14;2008.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;14.0;5865.1
4;1;4;50;7;2;1500000.0;56;5120;147345203;1;8;F;6;2016.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;6.0;6912.4
8;1;8;48;7;2;1200000.0;56;5120;137345309;1;13;F;13;2009.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;13.0;5760.4
48;1;12;40;7;2;1020000.0;10;5120;127345389;1;15;M;56;1966.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;56.0;5875.6
7;1;12;40;7;2;1320000.0;56;5120;117345451;1;17;F;29;1993.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;29.0;7603.7
2;1;4;28;7;2;740000.0;56;5120;147345514;1;18;F;12;2010.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;12.0;6089.5
